time,dt,roll,error,ctrl,pwm
19687.7,9.6e-08,-0.00951419,0.00951419,9910.631651852
19688,0.299867,-0.0084449,0.0084449,0.013112882
19688,0.0121471,-0.00809036,0.00809036,0.010015981
19688.1,0.0120127,-0.00773682,0.00773682,0.0094576181
19688.1,0.0120106,-0.00762002,0.00762002,0.011260881
19688.1,0.0120021,-0.00848644,0.00848644,0.020810383
19688.1,0.0120273,-0.00813183,0.00813183,0.010108381
19688.1,0.0119595,-0.00813971,0.00813971,0.013149282
19688.1,0.012027,-0.00704434,0.00704434,0.0022907280
19688.1,0.0121736,-0.00655891,0.00655891,0.0066702881
19688.1,0.0122092,-0.00607014,0.00607014,0.0059080280
19688.2,0.0120008,-0.00546187,0.00546187,0.0039097880
19688.2,0.0122336,-0.00447807,0.00447807,-0.00058009280
19688.2,0.0124909,-0.00398037,0.00398037,0.0027132280
19688.2,0.0123297,-0.00348976,0.00348976,0.0019645880
19688.2,0.0120136,-0.0028735,0.0028735,-0.00013603180
19688.2,0.0120355,-0.00237953,0.00237953,0.0001280980
19688.2,0.0123617,-0.00100779,0.00100779,-0.0089886979
19688.2,0.0120234,-0.000255736,0.000255736,-0.0053121980
19688.3,0.0121785,0.00038481,-0.00038481,-0.005310480
19688.3,0.0117794,0.00114652,-0.00114652,-0.007699979
19688.3,0.0120624,0.00166686,-0.00166686,-0.0063567179
19688.3,0.0119481,0.0024574,-0.0024574,-0.0098892179
19688.3,0.0120447,0.00260587,-0.00260587,-0.0047402580
19688.3,0.0119798,0.00287546,-0.00287546,-0.0061809479
19688.3,0.0120635,0.00302592,-0.00302592,-0.005416580
19688.3,0.0119624,0.003047,-0.003047,-0.0043837180
19688.3,0.012036,0.00308073,-0.00308073,-0.0045454880
19688.4,0.0119892,0.00284712,-0.00284712,-0.0019598380
19688.4,0.0119807,0.00248472,-0.00248472,-0.00032618280
19688.4,0.0119954,0.00199753,-0.00199753,0.0014620180
19688.4,0.0119803,0.00151056,-0.00151056,0.0022173180
19688.4,0.0119938,0.000416639,-0.000416639,0.0089681381
19688.4,0.0120238,-0.000434192,0.000434192,0.0082432281
19688.4,0.0120166,-0.00128567,0.00128567,0.0095749681
19688.4,0.0119935,-0.0022599,0.0022599,0.012126282
19688.5,0.0119898,-0.00323706,0.00323706,0.013673682
19688.5,0.0121654,-0.00530988,0.00530988,0.025784784
19688.5,0.0125262,-0.00615971,0.00615971,0.016859582
19688.5,0.0122886,-0.00700481,0.00700481,0.018274983
19688.5,0.0119756,-0.00784725,0.00784725,0.019752383
19688.5,0.012002,-0.00940499,0.00940499,0.028128184
19688.5,0.0121961,-0.0101222,0.0101222,0.022159783
19688.5,0.012268,-0.0109606,0.0109606,0.024432984
19688.6,0.0119717,-0.0116745,0.0116745,0.024689784
19688.6,0.012075,-0.0125122,0.0125122,0.026985284
19688.6,0.0119704,-0.0140642,0.0140642,0.035443785
19688.6,0.0121831,-0.0147825,0.0147825,0.029514884
19688.6,0.0119746,-0.0157471,0.0157471,0.033197885
19688.6,0.0120311,-0.0165914,0.0165914,0.03349985
19688.6,0.0120671,-0.0174387,0.0174387,0.034847285
19688.6,0.0121141,-0.0188844,0.0188844,0.042034887
19688.7,0.0118569,-0.0196052,0.0196052,0.037332386
19688.7,0.0119674,-0.0202047,0.0202047,0.037227986
19688.7,0.0120082,-0.0209249,0.0209249,0.039369886
19688.7,0.0119976,-0.0215212,0.0215212,0.039305886
19688.7,0.0120298,-0.0228412,0.0228412,0.047395487
19688.7,0.0122117,-0.0234411,0.0234411,0.042307987
19688.7,0.0122716,-0.0240423,0.0240423,0.043270787
19688.7,0.0119563,-0.0245257,0.0245257,0.043208187
19688.7,0.0119608,-0.0251349,0.0251349,0.04524887
19688.8,0.0120908,-0.026136,0.026136,0.050032688
19688.8,0.0118999,-0.0266487,0.0266487,0.046904187
19688.8,0.0120113,-0.0271655,0.0271655,0.047747887
19688.8,0.0119987,-0.0275641,0.0275641,0.047435187
19688.8,0.0122783,-0.0278397,0.0278397,0.046836687
19688.8,0.0117635,-0.0283774,0.0283774,0.050045988
19688.8,0.0120285,-0.0286301,0.0286301,0.048018688
19688.8,0.0120316,-0.0287506,0.0287506,0.047158687
19688.9,0.0119103,-0.0287365,0.0287365,0.046068687
19688.9,0.0120017,-0.0287184,0.0287184,0.046059187
19688.9,0.0119977,-0.0286627,0.0286627,0.045711387
19688.9,0.0120082,-0.0286322,0.0286322,0.04592587
19688.9,0.012184,-0.0286001,0.0286001,0.045919187
19688.9,0.0120122,-0.0284505,0.0284505,0.044756687
19688.9,0.0120059,-0.0283001,0.0283001,0.044565887
19688.9,0.0122132,-0.0280125,0.0280125,0.043070987
19689,0.0122673,-0.027874,0.027874,0.044132187
19689,0.0120989,-0.0277405,0.0277405,0.044001387
19689,0.0122284,-0.0277288,0.0277288,0.04504287
19689,0.0123123,-0.0274677,0.0274677,0.042663687
19689,0.0120578,-0.0273377,0.0273377,0.043553687
19689,0.011987,-0.0272062,0.0272062,0.043379187
19689,0.0119744,-0.0269523,0.0269523,0.042011587
19689,0.0120514,-0.0265768,0.0265768,0.04048286
19689,0.0119951,-0.0258174,0.0258174,0.03613686
